Ticker,Name,Market,Panel,Sector,Sub-Sector,Comment,Name(EN),Company Code(12),Ticker(4),Ticker(5),Ticker(12),Sector Code,Sub-Sector Code,Panel Code
غصینو,صنعتی مینو,فرابورس,بازار دوم فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید نان و محصولات وابسته,-,Minoo Industry,IRO3MINZ0008,MINZ,MINZ1,IRO3MINZ0001,42,4241,3
غفارس,شیر پاستوریزه پگاه فارس,فرابورس,بازار اول فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Pegah Fars Co.,IRO3GFRZ0005,GFRZ,GFRZ1,IRO3GFRZ0001,42,4220,1
غگلپا,شیر پاستوریزه پگاه گلپایگان,فرابورس,بازار اول فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Pegah Golpayegan,IRO3PGPZ0005,PGPZ,PGPZ1,IRO3PGPZ0001,42,4220,1
غگلستا,شیر پاستوریزه پگاه گلستان,فرابورس,بازار اول فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Pegah Golestan,IRO3PGLZ0009,PGLZ,PGLZ1,IRO3PGLZ0001,42,4220,1
غگیلا,شیرپاستوریزه پگاه گیلان,فرابورس,بازار اول فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید لبنیات,-,Pegah Gilan,IRO3PEGZ0008,PEGZ,PEGZ1,IRO3PEGZ0001,42,4220,1
غمایه,شرکت خمیرمایه رضوی,فرابورس,بازار دوم فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید نان و محصولات وابسته,-,Razavi Yeast,IRO3RAVZ0001,RAVZ,RAVZ1,IRO3RAVZ0001,42,4241,3
غمینو,شرکت صنایع غذایی مینو شرق,فرابورس,بازار اول فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید کاکائو، شکلات و شیرینی جات,-,Minoo Co.,IRO3MNOZ0000,MNOZ,MNOZ1,IRO3MNOZ0001,42,4243,1
غویتا,ویتانا,فرابورس,بازار دوم فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید کاکائو، شکلات و شیرینی جات,-,Vitana,IRO3VITZ0001,VITZ,VITZ1,IRO3VITZ0001,42,4243,3
فالوم,آلومتک,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Alumtek,IRO3ALTP0003,ALTP,ALTP1,IRO3ALTP0001,27,2720,3
فتوسا,تولید و توسعه سرب روی ایرانیان,فرابورس,بازار اول فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Iranian Lead&Zinc,IRO3ILZZ0005,ILZZ,ILZZ1,IRO3ILZZ0001,27,2720,1
فجهان,جهان فولاد سیرجان,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Sirjan Jahan Steel,IRO3SJSZ0006,SJSZ,SJSZ1,IRO3SJSZ0001,27,2710,3
فرابورس,فرابورس ایران,فرابورس,بازار اول فرابورس,فعالیتهای کمکی به نهادهای مالی واسط,اداره ی بازارهای مالی,-,Iran Fara Bourse,IRO3FRBZ0000,FRBZ,FRBZ1,IRO3FRBZ0001,67,6711,1
فرود,فولاد شاهرود,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Shahrood Steel,IRO3SSTZ0004,SSTZ,SSTZ1,IRO3SSTZ0001,27,2710,3
فروژ,صنایع فروآلیاژ ایران,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,IranFerroalloyInd.,IRO3IFIZ0004,IFIZ,IFIZ1,IRO3IFIZ0001,27,2710,3
فروسیل,فروسیلیسیم خمین,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Ferrosil. Khomein,IRO3FERZ0007,FERZ,FERZ1,IRO3FERZ0001,27,2710,3
فروی,ذوب روی اصفهان,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Isfahan Zinc SML.,IRO3IZSZ0008,IZSZ,IZSZ1,IRO3IZSZ0001,27,2720,3
فزر,پویا زرکان آق دره,فرابورس,بازار دوم فرابورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Pouya Zarkan,IRO3PZAZ0009,PZAZ,PZAZ1,IRO3PZAZ0001,13,1320,3
فزرین,زرین معدن آسیا,فرابورس,بازار اول فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Zarin Madan Co.,IRO3KZIZ0006,KZIZ,KZIZ1,IRO3KZIZ0001,27,2720,1
فسوژ,سوژمیران,فرابورس,بازار اول فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Soojmiran,IRO3SOJZ0000,SOJZ,SOJZ1,IRO3SOJZ0001,27,2720,1
فصبا,صبا فولاد خلیج فارس,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Saba Steel,IRO3SBLZ0001,SBLZ,SBLZ1,IRO3SBLZ0001,27,2710,3
فغدیر,آهن و فولاد غدیر ایرانیان,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,GhadirIranian Iron,IRO3GIRZ0002,GIRZ,GIRZ1,IRO3GIRZ0001,27,2710,3
فگستر,گسترش صنایع روی ایرانیان,فرابورس,بازار اول فرابورس,فلزات اساسی,تولید فلزات گرانبهای غیرآهن,-,Iranian Zinc Ind.,IRO3IZIZ0000,IZIZ,IZIZ1,IRO3IZIZ0001,27,2720,1
فن افزار,توسعه فن افزار توسن,فرابورس,بازار اول فرابورس,رایانه و فعالیت های وابسته به آن,مشاوره و تهیه نرم افزار,-,Tosan Techno,IRO3TOTZ0007,TOTZ,TOTZ1,IRO3TOTZ0001,72,7220,1
فنر,پارس فنر,فرابورس,بازار دوم فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری,-,Pars Fanar,IRO3PSFZ0003,PSFZ,PSFZ1,IRO3PSFZ0001,34,3430,3
فنفت,صنایع تجهیزات نفت,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Petro.Eqpt.Ind.,IRO3PEIZ0006,PEIZ,PEIZ1,IRO3PEIZ0001,27,2710,3
فهامون,آلیاژ گستر هامون,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Alloy Co. Hamoon,IRO3AYHZ0000,AYHZ,AYHZ1,IRO3AYHZ0001,27,2710,3
فوکا,فولاد کاویان,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Folad Kavian,IRO3FVAP0007,FVAP,FVAP1,IRO3FVAP0001,27,2710,3
فولای,صنایع فولاد آلیاژی یزد,فرابورس,بازار دوم فرابورس,فلزات اساسی,تولید آهن و فولاد پایه,-,Yazd Fold,IRO3FAYZ0002,FAYZ,FAYZ1,IRO3FAYZ0001,27,2710,3
قاسم,قاسم ایران,فرابورس,بازار دوم فرابورس,خرده فروشی،باستثنای وسایل نقلیه موتوری,خرده فروشی موادغذایی در فروشگاههای تخصصی,-,Ghassem Co.,IRO3GASZ0009,GASZ,GASZ1,IRO3GASZ0001,47,4721,3
قتربت,قند تربت حیدریه,فرابورس,بازار دوم فرابورس,قند و شکر,تولید شکر,-,Torbat Sugar,IRO3TSUP0002,TSUP,TSUP1,IRO3TSUP0001,38,3842,3
قچار,فراوردههای غذایی وقند چهارمحال,فرابورس,بازار دوم فرابورس,قند و شکر,تولید شکر,-,ChaharMahal,IRO3CHRZ0007,CHRZ,CHRZ1,IRO3CHRZ0001,38,3842,3
قشیر,قند شیروان قوچان و بجنورد,فرابورس,بازار دوم فرابورس,قند و شکر,تولید شکر,-,Ghand Shirvan,IRO3GHSZ0002,GHSZ,GHSZ1,IRO3GHSZ0001,38,3842,3
کاسپین,داروسازی کاسپین تامین,فرابورس,بازار دوم فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,Kaspian Daroo,IRO3KSPZ0006,KSPZ,KSPZ1,IRO3KSPZ0001,43,4323,3
کانسار,معدنکاران نسوز,فرابورس,بازار دوم فرابورس,استخراج سایر معادن,استخراج سنگ، ماسه و خاک رس,-,MadankaranNasooz,IRO3MKNZ0004,MKNZ,MKNZ1,IRO3MKNZ0001,14,1410,3
کایزد,فرانسوز یزد,فرابورس,بازار دوم فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات سرامیکی نسوز,-,Yazd Faranasooz,IRO3YAFZ0002,YAFZ,YAFZ1,IRO3YAFZ0001,54,5492,3
کپرسپولیس,مجتمع کاشی و سنگ پرسپولیس یزد,فرابورس,بازار دوم فرابورس,کاشی و سرامیک,تولید گل و سرامیک ساختمانی,-,Persepolis Tile,IRO3PRPT0000,PRPT,PRPT1,IRO3PRPT0001,49,4993,3
کپرور,فرآوری زغال سنگ پروده طبس,فرابورس,بازار دوم فرابورس,استخراج زغال سنگ,استخراج و انبار زغال سنگ سخت,-,Tabas Company,IRO3TBSZ0003,TBSZ,TBSZ1,IRO3TBSZ0001,10,1010,3
کتوسعه,توسعه صنایع و معادن کوثر,فرابورس,بازار اول فرابورس,استخراج سایر معادن,استخراج سنگ، ماسه و خاک رس,-,Kowsar Min. Ind.,IRO3KOMZ0003,KOMZ,KOMZ1,IRO3KOMZ0001,14,1410,1
کتوکا,تولیدی و خدمات صنایع نسوز توکا,فرابورس,بازار اول فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات سرامیکی نسوز,-,TUKA Co.,IRO3TUKZ0008,TUKZ,TUKZ1,IRO3TUKZ0001,54,5492,1
کربن,کانی کربن طبس,فرابورس,بازار دوم فرابورس,استخراج زغال سنگ,استخراج و انبار زغال سنگ سخت,-,Kani Karbon Tabas,IRO3KKTZ0000,KKTZ,KKTZ1,IRO3KKTZ0001,10,1010,3
کرمان,س. توسعه وعمران استان کرمان,فرابورس,بازار اول فرابورس,انبوه سازی، املاک و مستغلات,املاک و مستغلات با ملک خود یا لیزینگ شده,-,Kerman Invest,IRO3KRMZ0000,KRMZ,KRMZ1,IRO3KRMZ0001,70,7010,1
کرومیت,توسعه کرومیت کاوندگان بنا,فرابورس,بازار دوم فرابورس,استخراج کانه های فلزی,استخراج کانه فلزی غیرآهن,-,Kavandegan bana,IRO3KVNZ0003,KVNZ,KVNZ1,IRO3KVNZ0001,13,1320,3
کزغال,زغال سنگ پروده طبس,فرابورس,بازار دوم فرابورس,استخراج زغال سنگ,استخراج و انبار زغال سنگ سخت,-,TabasParvadeh Coal,IRO3TPCZ0005,TPCZ,TPCZ1,IRO3TPCZ0001,10,1010,3
کشرق,صنعتی و معدنی شمال شرق شاهرود,فرابورس,بازار دوم فرابورس,استخراج زغال سنگ,استخراج و انبار زغال سنگ سخت,-,Shahrood N.E.,IRO3KSGZ0007,KSGZ,KSGZ1,IRO3KSGZ0001,10,1010,3
کگهر,معدنی و صنعتی گهرزمین,فرابورس,بازار دوم فرابورس,استخراج کانه های فلزی,استخراج آهن,-,Gohar Zamin Iron,IRO3GZIZ0002,GZIZ,GZIZ1,IRO3GZIZ0001,13,1310,3
کلر,کلر پارس,فرابورس,بازار اول فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Chlor Pars,IRO3CHPZ0009,CHPZ,CHPZ1,IRO3CHPZ0001,44,4411,1
کمرجان,بازرگانی و تولیدی مرجان کار,فرابورس,بازار اول فرابورس,سایر محصولات کانی غیرفلزی,تولید محصولات بتنی، سیمانی و گچ,-,Marjan Kar,IRO3MRJZ0003,MRJZ,MRJZ1,IRO3MRJZ0001,54,5495,1
کوثر,بیمه کوثر,فرابورس,بازار دوم فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,فعالیتهای مالی و اجرائی,-,Kosar Ins.,IRO3BKSZ0002,BKSZ,BKSZ1,IRO3BKSZ0001,66,6611,3
کوچین,تولیدی کوچین,فرابورس,بازار دوم فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید سایر محصولات غذایی,-,Koochin,IRO3KCHZ0004,KCHZ,KCHZ1,IRO3KCHZ0001,42,4249,3
کولان,کولان سل,فرابورس,بازار دوم فرابورس,محصولات کاغذی,تولید سایر محصولات کاغذ و مقوا,-,Koolan Cel,IRO3KOLZ0004,KOLZ,KOLZ1,IRO3KOLZ0001,21,2109,3
کی بی سی,شرکت کی بی سی,فرابورس,بازار دوم فرابورس,مواد و محصولات دارویی,تولید داروهای شیمیایی و گیاهی,-,KBC Company,IRO3KBCZ0000,KBCZ,KBCZ1,IRO3KBCZ0001,43,4323,3
کیسون,شرکت کیسون,فرابورس,بازار دوم فرابورس,خدمات فنی و مهندسی,فعالیتهای ساختمانی و مشاوره فنی مرتبط,-,Kayson,IRO3KSNP0000,KSNP,KSNP1,IRO3KSNP0001,74,7421,3
گدنا,تهیه توزیع غذای دنا آفرین فدک,فرابورس,بازار دوم فرابورس,هتل و رستوران,فعالیت خدماتی مربوط به غذا و آشامیدنی ها,-,Dona Catering,IRO3DCAZ0000,DCAZ,DCAZ1,IRO3DCAZ0001,55,5520,3
گکوثر,هتل پارسیان کوثر اصفهان,فرابورس,بازار دوم فرابورس,هتل و رستوران,هتل ها ، اردو و دیگر تدارکات اقامت کوتاه,-,ParsianKosar Hotel,IRO3PKHZ0009,PKHZ,PKHZ1,IRO3PKHZ0001,55,5510,3
گلدیرا,صنایع گلدیران,فرابورس,بازار دوم فرابورس,ماشین آلات و تجهیزات,تولید وسایل خانگی,-,GoldIran,IRO3GOIZ0005,GOIZ,GOIZ1,IRO3GOIZ0001,29,2930,3
گوهران,سرمایه گذاری توسعه گوهران امید,فرابورس,بازار دوم فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Omid Goharan,IRO3GOMZ0009,GOMZ,GOMZ1,IRO3GOMZ0001,56,5699,3
لطیف,محصولات کاغذی لطیف,فرابورس,بازار اول فرابورس,محصولات کاغذی,تولید سایر محصولات کاغذ و مقوا,-,Latif Paper,IRO3LPCZ0003,LPCZ,LPCZ1,IRO3LPCZ0001,21,2109,1
مادیرا,صنایع مادیران,فرابورس,بازار اول فرابورس,تولید محصولات کامپیوتری الکترونیکی ونوری,تولید رایانه و تجهیزات جانبی,-,MaadiranIndustries,IRO3IOMZ0007,IOMZ,IOMZ1,IRO3IOMZ0001,26,2620,1
مارون,پتروشیمی مارون,فرابورس,بازار دوم فرابورس,محصولات شیمیایی,تولید مواد شیمیایی پایه به جز کود,-,Maroon Petro.,IRO3PMRZ0005,PMRZ,PMRZ1,IRO3PMRZ0001,44,4411,3
مدیریت,س. و خدمات مدیریت صند. ب کشوری,فرابورس,بازار اول فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Inv. Srv. of CSPF,IRO3ISMZ0003,ISMZ,ISMZ1,IRO3ISMZ0001,56,5699,1
معین,بیمه ایران - معین,فرابورس,بازار دوم فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,بیمه غیرزندگی,-,Moien Reinsurance,IRO3MONZ0000,MONZ,MONZ1,IRO3MONZ0001,66,6603,3
مفاخر,توسعه فناوری اطلاعات خوارزمی,فرابورس,بازار دوم فرابورس,رایانه و فعالیت های وابسته به آن,سایر فعالیت های رایانه ای,-,Kharazmi Info.,IRO3KARZ0004,KARZ,KARZ1,IRO3KARZ0001,72,7200,3
مهر,سرمایه گذاری مهر,فرابورس,بازار دوم فرابورس,سرمایه گذاریها,سایر واسطه های مالی,-,Mehr Investment,IRO3MHRI0006,MHRI,MHRI1,IRO3MHRI0001,56,5699,3
میهن,بیمه میهن,فرابورس,بازار دوم فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,فعالیتهای مالی و اجرائی,-,Mihan Insurance,IRO3MIHZ0006,MIHZ,MIHZ1,IRO3MIHZ0001,66,6611,3
ناما,تولیدی مخازن گاز آسیاناما,فرابورس,بازار دوم فرابورس,خودرو و ساخت قطعات,قطعات یدکی و جانبی وسایل نقلیه موتوری,-,Asianama N.G.T,IRO3NAMZ0006,NAMZ,NAMZ1,IRO3NAMZ0001,34,3430,3
نان,صنایع غذایی رضوی,فرابورس,بازار دوم فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,تولید نان و محصولات وابسته,-,Nane Razavi,IRO3NRVZ0006,NRVZ,NRVZ1,IRO3NRVZ0001,42,4241,3
نخریس,نخریسی و نساجی خسروی خراسان,فرابورس,بازار دوم فرابورس,منسوجات,آماده سازی و ریسندگی نخ، پارچه بافی,-,Nakhris,IRO3NAKZ0008,NAKZ,NAKZ1,IRO3NAKZ0001,17,1711,3
نطرین,عطرین نخ قم,فرابورس,بازار دوم فرابورس,منسوجات,آماده سازی و ریسندگی نخ، پارچه بافی,-,Atrin Nakh Qom,IRO3ANQZ0002,ANQZ,ANQZ1,IRO3ANQZ0001,17,1711,3
نوین,بیمه نوین,فرابورس,بازار دوم فرابورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,فعالیتهای مالی و اجرائی,-,Novin Bime,IRO3BNOP0005,BNOP,BNOP1,IRO3BNOP0001,66,6611,3
نیان,نیان الکترونیک,فرابورس,بازار دوم فرابورس,تولید محصولات کامپیوتری الکترونیکی ونوری,تولید تجهیزات الکترونیکی پیشرفته,-,Nian Electronic,IRO3NIAZ0002,NIAZ,NIAZ1,IRO3NIAZ0001,26,2630,3
نیروترانسفو,کارخانجات تولیدی نیروترانسفو,فرابورس,بازار دوم فرابورس,ماشین آلات و دستگاه های برقی,تولید موتورها، مولدها و مبدلهای الکتریکی,-,Niroo Transfo,IRO3TNZF0004,TNZF,TNZF1,IRO3TNZF0001,31,3110,3
